block,plots,VCP0.32,VCP0.71,VCP1.18,lo1inph,lo2inph,lo3inph,lo1err,lo2err,lo3err,HCP0.32,HCP0.71,HCP1.18,hi1inph,hi2inph,hi3inph,hi1err,hi2err,hi3err,repeat,treatment,name
1,54,19.81,23.24,27.16,2.9,3.13,3.4,0,0,0.3,18.69,24.46,32.55,3.02,3.32,3.74,0,0,0.3,2,45,Tobak (tall)
1,54,21.56,24.19,28.73,2.9,3.1,3.36,0.2,0.5,0.1,22.21,29.08,37.12,3.12,3.34,3.84,0,0.1,0.2,3,45,Tobak (tall)
1,55,21.12,25.23,30.51,2.82,3.05,3.38,0.6,0.3,0.3,22.8,30.09,39.73,3.11,3.39,3.79,0.1,0,0.1,1,27,SY Wolf
1,55,23.98,27.88,32.35,2.87,3.08,3.37,0.3,0.2,0.4,24.29,32.43,40.48,3.11,3.36,3.86,0,0.1,0,2,27,SY Wolf
1,55,23.11,27.19,32.01,2.87,3.09,3.38,0.2,0.2,0.1,24.49,33.05,42.32,3.09,3.32,3.79,0.1,0,0,3,27,SY Wolf
1,56,23.88,25.29,30.23,2.83,3.09,3.38,0,0,0.2,23.03,29.42,38.41,3.07,3.32,3.9,0,0,0.1,1,70,Armada
1,56,22.85,26.15,31.29,2.88,3.09,3.41,0.1,0,0.3,24,31.72,42.34,3.1,3.34,3.9,0,0,0.1,2,70,Armada
1,56,23.68,28.15,32.51,2.89,3.1,3.43,0.1,0.1,0,23.97,32.14,41.64,3.07,3.33,3.92,0.1,0,0.2,3,70,Armada
1,57,23.02,28.23,33.29,2.86,3.08,3.37,0,0.1,0,26.04,34.55,43.93,3.02,3.4,4.17,0.2,0.3,0,1,29,Nudakota
1,57,23.95,27.38,32.34,2.88,3.06,3.35,0.1,0,0.5,23.9,31.3,41.58,3.07,3.38,4.09,0.2,0.1,0,2,29,Nudakota
1,57,24.84,27.06,32,2.83,3.08,3.37,0.1,0,0.4,24.99,31.69,41.74,3.1,3.39,4.09,0,0.1,0,3,29,Nudakota
1,58,24.15,27.62,33.02,2.86,3.06,3.32,0.5,0,0.5,23.86,30.43,39.63,3.05,3.32,3.88,0.1,0.4,0.2,1,67,Expert
1,58,24.44,28.15,33.2,2.82,3.03,3.35,0.1,0.1,0.1,25.79,31.54,39.59,3.02,3.39,3.98,0.2,0,0,2,67,Expert
1,58,24.05,28.79,32.99,2.87,3.05,3.4,0,0,0.2,23.47,30.04,38.31,3.15,3.38,3.9,0,0,0.1,3,67,Expert
1,59,20.17,23.48,28.49,2.85,3.06,3.35,0.1,0.1,0.1,20.43,26.26,34.46,3.06,3.35,3.86,0,0.3,0.2,1,65,Buenno
1,59,21.99,23.84,27.36,2.81,3.04,3.45,0.1,0,0.5,20.11,25.74,34.71,3.09,3.33,3.76,0.3,0.3,0,2,65,Buenno
1,59,23.93,25.95,29.05,2.81,3.04,3.31,0.1,0,0.3,21.23,26.94,33.5,3.18,3.39,3.83,0.2,0.2,0.1,3,65,Buenno
1,60,20.22,23.32,27.12,2.78,2.98,3.25,0,0,0,20.24,26.32,33.14,3.1,3.39,3.93,0.1,0.2,0.1,1,48,Spark
1,60,21.4,23.97,28.17,2.78,2.93,3.22,0,0.1,0.7,20.36,25.83,33.03,3.08,3.37,4,0.1,0.4,0.3,2,48,Spark
1,60,22.93,24.92,28.66,2.72,2.72,3.05,0,0,0.4,22.25,28.08,34.33,3.02,3.39,3.98,0,0.1,0.1,3,48,Spark
1,61,19.78,22.83,26.7,2.84,3.06,3.33,0.2,0,0.1,18.73,24.55,31.67,3.02,3.31,3.72,0,0,0.2,1,16,SY Epson
1,61,20.82,22.66,26.77,2.85,3.09,3.39,0.1,0,0.3,19.55,23.77,31.58,3.05,3.32,3.73,0,0.1,0.2,2,16,SY Epson
1,61,19.91,22.68,26.65,2.86,3.08,3.34,0.3,0.1,0.1,19.19,24.62,32.06,3.09,3.32,3.75,0.2,0.2,0.3,3,16,SY Epson
1,62,19.21,21.21,25.49,2.82,3.06,3.31,0,0.1,0.2,18.38,24.3,33.8,3.04,3.28,3.71,0,0,0.2,1,71,SY Moisson
1,62,20,22.3,26.11,2.86,3.08,3.36,0.2,0,0,19.04,24.09,31.61,3.11,3.39,3.83,0.1,0,0.5,2,71,SY Moisson
1,62,21,23.08,27.36,2.85,3.07,3.39,0,0,0.2,20.78,25.67,32.73,3.06,3.32,3.77,0.2,0.4,0.4,3,71,SY Moisson
1,63,22.21,27.45,33.04,2.82,3.03,3.3,0.2,0,0,25.48,30.88,41.75,3.09,3.45,3.93,0,0.1,0.1,1,37,Memory (tall)
1,63,24.34,28.14,32.23,2.86,3.05,3.35,0.2,0,0,25.01,31.88,39.81,3.06,3.34,3.81,0,0,0,2,37,Memory (tall)
1,63,22.22,27.16,32.09,2.86,3.07,3.36,0.1,0.1,0.1,23.68,29.92,38.03,3.07,3.33,3.82,0,0.1,0.2,3,37,Memory (tall)
1,64,21.77,25.2,30.4,2.82,3.02,3.28,0.2,0,0,21.88,29.5,39.04,3.04,3.26,3.73,0,0,0.1,1,17,Xi19
1,64,21.99,25.29,29.55,2.87,3.05,3.32,0,0.1,0.3,21.89,29.17,38.07,3.01,3.27,3.67,0.1,0.1,0.3,2,17,Xi19
1,64,21.02,24.29,28.79,2.9,3.1,3.38,0.1,0,0.3,22.03,28.71,36.65,3.02,3.27,3.73,0.5,0.2,0.1,3,17,Xi19
1,65,20.98,23.67,28.87,2.86,3.08,3.35,0,0,0.3,20.16,26.45,35.47,3.08,3.38,3.89,0.1,0,0,1,4,Hereford
1,65,21.36,25.63,30.69,2.85,3.06,3.34,0.1,0.2,0.2,20.85,27.69,36.87,3.06,3.29,3.75,0,0.3,0,2,4,Hereford
1,65,20.9,25.01,30.66,2.87,3.06,3.35,0,0.2,0,21.75,30.61,39.83,3.07,3.3,3.8,0.2,0.1,0.3,3,4,Hereford
1,66,23.17,27.91,33.2,2.87,3.09,3.39,0,0.1,0,23.52,31.84,40.68,3.06,3.31,3.84,0,0.1,0.1,1,52,Tambor
1,66,24.7,29.6,34.3,2.84,3.06,3.35,0,0.2,0.1,24.33,32.04,40.38,3.04,3.3,3.77,0,0.1,0.2,2,52,Tambor
1,66,23.19,28.98,34.53,2.85,3.05,3.31,0,0,0.1,23.66,32.23,40.92,3.07,3.3,3.79,0,0.2,0.1,3,52,Tambor
1,67,20.97,24.36,28.52,2.82,3.06,3.33,0.2,0,0.2,21.89,26.98,34.14,3.04,3.37,3.83,0,0,0.1,1,11,RELAY
1,67,20.01,24.08,27.73,2.89,3.07,3.35,0.1,0.3,0,18.96,25.55,32.47,3.08,3.3,3.81,0.1,0,0,2,11,RELAY
1,67,21.73,24.6,28.43,2.86,3.07,3.36,0.2,0.1,0,19.82,25.39,32.56,3.08,3.31,3.82,0.1,0.1,0.4,3,11,RELAY
1,68,20.86,22.72,26.43,2.82,3.05,3.34,0.3,0,0.1,18.69,23.46,30.59,3.05,3.3,3.81,0,0,0.1,1,22,SY Gold
1,68,20.36,21.99,25.66,2.82,3.05,3.31,0.2,0.4,0.1,18.53,23.44,30.78,3.09,3.35,3.79,0.1,0,0.2,2,22,SY Gold
1,68,19.32,21.46,25.05,2.83,3.04,3.34,0,0.1,0.1,18.92,24.44,31.56,3.07,3.34,3.77,0.1,0.1,0.2,3,22,SY Gold
1,69,21.43,24.64,28.54,2.79,2.95,3.25,0.1,0.2,0,20.25,26.92,34.62,3.14,3.39,3.89,0.3,0.2,0.1,1,10,Premio
1,69,23.11,25.53,29.18,2.77,2.94,3.2,0.1,0.1,0.3,20.13,26.09,32.58,3.1,3.4,4.02,0,0.2,0.3,2,10,Premio
1,69,20.92,23.22,26.99,2.75,2.9,3.18,0.2,0,0.2,20.4,24.62,32.19,2.95,3.35,3.88,0.1,0.1,0,3,10,Premio
1,70,22.03,25.03,29.23,2.82,3.05,3.34,0,0.2,0,22.59,29.01,35.87,3.09,3.38,3.82,0.2,0.1,0.4,1,15,Soissons
1,70,23.06,25.33,29.1,2.82,3.03,3.27,0.1,0.1,0.3,22.92,28.74,35.74,3.11,3.4,3.95,0,0.5,0,2,15,Soissons
1,70,20.66,24.07,28.36,2.87,3.06,3.36,0,0.1,0,20.19,26.81,36.63,3.06,3.41,3.88,0.2,0.1,0.1,3,15,Soissons
1,71,22.25,23.49,29.69,2.8,3.12,3.44,0,0.1,0.4,22.16,30.82,41.68,3.1,3.42,4.04,0,0,0,1,54,Fallow
1,71,24.27,24.61,30.28,2.76,3.13,3.39,0,0.2,0.6,24.72,31.88,41.72,3.05,3.35,3.95,0,0,0,2,54,Fallow
1,71,24.04,25.12,30.91,2.8,3.16,3.49,0.2,0.3,0,22.82,31.04,40.61,3.08,3.39,3.98,0,0.2,0.3,3,54,Fallow
1,72,27.23,30.68,37.15,2.85,3.18,3.84,0.1,0.3,0.3,27.79,33.9,45.11,3.08,3.39,4,0.1,0.1,0.2,1,62,Shamrock
1,72,31.9,34.5,41.98,2.8,3.15,3.94,0,0.1,0.1,14.45,31.32,43.49,3.09,3.42,3.9,0.2,0.2,0,2,62,Shamrock
1,72,29.15,35.49,45.56,2.84,3.27,4.18,0,0,0.2,26.18,33.83,44.17,3.02,3.31,3.85,0.1,0,0,3,62,Shamrock
2,73,25.15,29.16,34.9,2.85,3.14,3.62,0,0.1,0.2,26.27,35.64,45.54,3.09,3.36,3.94,0,0.1,0,1,29,Nudakota
2,73,26.35,29.72,35.25,2.78,3.07,3.59,0.1,0.2,0.2,26.49,34.19,46.57,3.12,3.46,4.04,0,0.2,0.2,2,29,Nudakota
2,73,27.67,31.92,37.22,2.85,3.13,3.76,0,0.2,0.4,27.27,33,43.93,3.13,3.43,4.08,0.1,0.3,0.2,3,29,Nudakota
2,74,36.24,48.52,65.69,2.79,3.51,5.55,0.1,0.1,0.2,24.17,30.97,38.63,3.1,3.4,3.89,0,0,0.1,1,7,KWS Santiago
2,74,34.83,47.94,64.47,2.81,3.53,5.58,0,0,0,26.24,33.3,44.8,3.09,3.49,4.21,0.1,0.2,0,2,7,KWS Santiago
2,74,33.81,43.81,57.81,2.81,3.52,5.32,0.2,0.2,0.1,28.53,38.53,52.07,3.09,3.56,4.65,0.2,0.5,0.5,3,7,KWS Santiago
2,75,21.98,24.57,29.14,2.83,3.05,3.31,0.3,0.1,0,25.67,35.44,47.91,3.1,3.53,4.73,0.2,0.1,0,1,41,SY112-277 (short)
2,75,21.95,25.09,29.58,2.76,2.9,3.15,0.1,0.1,0.3,26.32,34.89,45.6,2.98,3.54,4.46,0.1,0,0,2,41,SY112-277 (short)
2,75,22.07,24.21,28.49,2.77,2.93,3.19,0.2,0.3,0.1,24.53,31.23,41,3.06,3.43,4.24,0.2,0,0.4,3,41,SY112-277 (short)
2,76,23.56,24.21,27.76,2.82,3.04,3.22,0,0.2,0.5,22.94,28.14,36.44,3.09,3.44,4.02,0,0,0.2,1,39,Rht3 Mercia 2014
2,76,21.03,22.37,26.23,2.82,3.02,3.24,0,0.1,0.4,21.37,27.35,35.88,3.11,3.38,3.92,0.1,0,0,2,39,Rht3 Mercia 2014
2,76,21.2,22.32,26.1,2.83,3.03,3.27,0,0.2,0,20.19,26.62,33.59,3.09,3.34,3.86,0.1,0.2,0,3,39,Rht3 Mercia 2014
2,77,16.38,17.75,22.64,2.81,3.07,3.3,0.1,0,0.3,16.3,21.99,30.66,3.07,3.34,3.83,0.3,0.1,0.3,1,59,Helmond
2,77,20.44,20.46,24.1,2.82,3.05,3.27,0,0,0,18.65,23.03,30.53,3.09,3.32,3.8,0,0.1,0.3,2,59,Helmond
2,77,18.94,19.9,23.79,2.81,3.09,3.36,0,0.4,0.2,17.52,23.03,31.71,3.08,3.32,3.78,0.3,0.1,0,3,59,Helmond
2,78,17.89,20.63,24.79,2.83,3.01,3.29,0.1,0,0,18.87,23.36,31.63,3.04,3.31,3.78,0.1,0.2,0.4,1,50,Avalon
2,78,20.6,21.5,25,2.82,3.04,3.32,0,0,0.4,18.31,23.46,32.35,3.08,3.38,3.83,0.2,0,0.5,2,50,Avalon
2,78,18.97,21.22,25.16,2.83,3.03,3.31,0.1,0.1,0,18.15,24.43,34.06,3.02,3.3,3.77,0,0.2,0,3,50,Avalon
2,79,23.87,28.76,34.32,2.78,3.01,3.38,0,0.1,0,26.08,33.94,41.7,3.03,3.31,3.8,0.1,0.1,0.2,1,15,Soissons
2,79,23.14,28.17,33.84,2.86,3.05,3.36,0,0,0.1,25.04,33.07,41.9,3.03,3.3,3.77,0.1,0.2,0.2,2,15,Soissons
2,79,24.01,27.87,33.18,2.78,3.03,3.35,0.1,0,0.4,24.79,32.86,41.46,3.02,3.29,3.81,0,0,0,3,15,Soissons
2,80,20.74,24.37,29.56,2.81,3.07,3.3,0,0.1,0.2,22.58,30.52,39.74,3.09,3.37,3.83,0.1,0.1,0.2,1,61,SY 11DE11228
2,80,20.57,23.91,28.4,2.85,3.06,3.37,0.3,0.5,0.4,20.29,27.89,36.78,3.08,3.29,3.76,0.1,0.4,0.2,2,61,SY 11DE11228
2,80,20.37,22.4,26.74,2.8,3.03,3.3,0,0.2,0,19.39,26.34,34.88,3.08,3.37,3.85,0,0.1,0.1,3,61,SY 11DE11228
2,81,20.69,22.08,26.51,2.8,3.03,3.32,0.2,0,0.1,19.31,25.87,34.09,3.05,3.31,3.76,0,0,0.1,1,17,Xi19
2,81,22.21,23.54,27.78,2.77,3.03,3.25,0,0.2,0.2,21.18,27.51,36.37,3.09,3.28,3.66,0.1,0.1,0.1,2,17,Xi19
2,81,21.65,23.16,27.65,2.83,3.07,3.35,0,0,0,20.12,27.93,38.17,3.06,3.31,3.77,0.1,0.1,0,3,17,Xi19
2,82,22.76,27.25,32.49,2.84,3.03,3.34,0,0,0.1,23.1,31.22,40.4,3.04,3.33,3.82,0.1,0,0,1,28,SY Ovation
2,82,22.43,27.18,32.26,2.83,3.02,3.31,0.1,0,0.1,24.65,32.63,41.36,3.04,3.33,3.86,0,0.2,0.1,2,28,SY Ovation
2,82,21.21,26.53,32.17,2.82,3.02,3.29,0,0,0.2,23.34,31.39,40.97,3.08,3.33,3.85,0,0.2,0.1,3,28,SY Ovation
2,83,19.9,22.36,26.17,2.8,3.04,3.33,0,0,0,18.86,25.4,33.78,3.05,3.31,3.79,0,0,0,1,20,BW445-101
2,83,19.41,21.64,25.63,2.82,3.02,3.3,0,0.3,0,19.07,23.31,31.36,3.05,3.34,3.83,0.2,0.1,0.2,2,20,BW445-101
2,83,18.52,21.28,25.11,2.81,3.03,3.31,0,0.1,0.3,19.69,23.81,32.05,3.02,3.36,3.81,0.3,0.3,0.1,3,20,BW445-101
2,84,17.09,20.44,24.77,2.85,3.03,3.33,0,0,0,16.89,22.75,31.04,3.09,3.34,3.82,0,0.3,0,1,66,Bologna 902109
2,84,18.89,21.15,25.13,2.83,3.05,3.31,0.1,0.1,0.1,16.92,22.51,30.67,3.08,3.33,3.86,0.4,0.6,0.1,2,66,Bologna 902109
2,84,18.6,19.99,23.49,2.78,3.02,3.33,0.2,0,0.1,17.26,22.85,31.7,3.09,3.37,3.89,0.3,0.4,0.1,3,66,Bologna 902109
2,85,19.47,22.2,26.62,2.84,3.06,3.43,0.1,0,0.2,20.22,27.49,36.89,3.13,3.39,4.03,0.2,0.1,0.1,1,11,RELAY
2,85,19.85,23.93,29.32,2.81,3.06,3.55,0,0,0,21.56,28.63,38.51,3.09,3.41,3.99,0,0.2,0.1,2,11,RELAY
2,85,21.1,24.97,31.17,2.79,3.08,3.64,0.3,0.4,0.1,22.52,31.07,40.7,3.1,3.43,4.18,0.2,0,0.4,3,11,RELAY
2,86,29.17,40.69,56.51,2.86,3.42,5.2,0,0.2,0.1,23.97,31.57,40.07,3.11,3.53,4.02,0.1,0.3,0.6,1,46,Cadenza
2,86,31.04,45.15,63.51,2.76,3.15,5.55,0,0,0,24.25,29.33,36.25,3.02,3.44,3.93,0,0,0.1,2,46,Cadenza
2,86,31.65,48.07,66.47,2.83,3.53,5.87,0.1,0,0.1,23.14,31.56,41.19,3.03,3.47,4.16,0,0.1,0.2,3,46,Cadenza
2,87,24.02,27.75,33.08,2.86,3.13,3.46,0.1,0,0.1,27.49,39.13,53.32,3.1,3.62,4.68,0.1,0,0,1,8,Oakley
2,87,21.92,26.21,31.1,2.83,3.08,3.42,0,0,0.3,26.09,34.85,47.26,3.1,3.56,4.5,0,0.1,0.1,2,8,Oakley
2,87,22.59,26.32,30.37,2.84,3.02,3.32,0,0.1,0.3,25.55,33.92,44.68,3.11,3.47,4.33,0,0,0.2,3,8,Oakley
2,88,23.45,27.67,33.31,2.84,3.07,3.37,0,0.1,0.3,26.98,36.23,46.26,3.07,3.36,4.08,0,0.1,0,1,60,SY Ferry
2,88,26.23,29.19,33.4,2.79,3.03,3.32,0,0,0.3,26.28,33.15,43.84,3.06,3.38,3.98,0.1,0.3,0,2,60,SY Ferry
2,88,22.93,27.66,33.08,2.86,3.06,3.33,0.1,0.1,0,26.02,33.43,42.89,3.04,3.34,3.97,0.2,0,0,3,60,SY Ferry
2,89,25.38,29.87,34.59,2.84,2.98,3.23,0,0,0,26.61,34,41.8,3.06,3.31,3.8,0.1,0.1,0.1,1,23,Brennan
2,89,27.53,30.1,34.05,2.77,3,3.27,0.1,0.2,0.1,27.74,33.44,40.24,3.13,3.41,3.87,0.1,0.1,0.1,2,23,Brennan
2,89,26.88,30.77,34.81,2.81,3.02,3.29,0.1,0,0,28.38,34.75,41.62,3.09,3.35,3.91,0,0.1,0,3,23,Brennan
2,90,23.25,25.37,29.75,2.8,3.01,3.27,0.1,0.1,0.3,23.32,29,39.26,3.09,3.37,3.89,0.1,0,0,1,68,Cellule
2,90,22.73,25.99,30.33,2.81,3.01,3.3,0.1,0,0,24.06,29.51,37.74,3.05,3.4,3.93,0,0,0,2,68,Cellule
2,90,23.66,27.16,30.96,2.81,2.99,3.29,0,0,0.2,23.79,29.52,38.67,3.07,3.37,3.92,0,0.1,0.1,3,68,Cellule
2,91,24.23,28.07,32.4,2.77,2.9,3.14,0.1,0,0,24.33,31.64,41.25,3.07,3.37,4.19,0,0.1,0,1,65,Buenno
2,91,25.03,27.76,31.85,2.73,2.92,3.21,0,0,0,24.5,31.66,40.59,3.07,3.29,4.11,0,0.1,0.1,2,65,Buenno
2,91,22.95,26.66,30.66,2.8,2.99,3.35,0.3,0,0.1,25.82,33.37,43.38,3.09,3.36,3.99,0,0,0.2,3,65,Buenno
2,92,26.02,31.95,39.67,2.74,3.12,4.05,0,0.2,0.1,24.82,33.74,42.93,3.1,3.4,4.16,0.2,0.2,0.1,1,43,SY112-889 (short)
2,92,25.13,33.4,43.53,2.83,3.24,4.5,0.2,0.2,0.2,21.9,29.41,38,3.09,3.41,4.04,0,0,0.4,2,43,SY112-889 (short)
2,92,28.89,37.81,52.02,2.83,3.46,5.27,0.1,0.3,0.3,21.06,27.64,36.39,3.09,3.39,3.87,0.1,0.1,0.1,3,43,SY112-889 (short)
2,93,22.02,25.15,30.06,2.82,3.21,3.92,0,0.4,0,22.19,33.68,47.91,3.04,3.57,4.91,0.1,0.1,0,1,49,Rialto
2,93,19.45,21.72,26.08,2.82,3.12,3.57,0.2,0.1,0.1,22.86,31.82,45.54,3.04,3.56,4.78,0,0,0,2,49,Rialto
2,93,18.16,19.78,23.45,2.84,3.07,3.4,0,0.2,0.6,21.56,30.03,42.19,3.08,3.49,4.58,0.1,0,0.2,3,49,Rialto
2,94,18.15,20.08,24.13,2.83,3.02,3.3,0.1,0.3,0.2,19.28,26.09,35.65,3.06,3.37,4.02,0,0.2,0,1,38,Reflection (short)
2,94,17.3,20.38,25.19,2.84,3.06,3.31,0.2,0,0,19.43,25.29,35.04,3.03,3.39,3.98,0.3,0.2,0.1,2,38,Reflection (short)
2,94,20.31,22.99,27.27,2.8,3.04,3.34,0,0.2,0.1,20.32,25.75,34.94,3.07,3.35,3.95,0,0,0.1,3,38,Reflection (short)
2,95,22.3,26.55,31.15,2.8,3,3.3,0,0.2,0.2,22.87,30.7,39.27,3.08,3.35,3.91,0,0.2,0,1,24,SY Southwind
2,95,24.06,26.54,31.44,2.78,2.99,3.31,0.1,0,0,22.52,30.67,40.63,3.06,3.36,3.96,0,0.1,0.1,2,24,SY Southwind
2,95,24.82,27.49,32.63,2.79,3.01,3.36,0,0,0.1,23.68,31.56,40.85,3.08,3.34,3.87,0.1,0,0.3,3,24,SY Southwind
2,96,20.69,24.91,30.97,2.76,2.98,3.24,0,0,0.3,21.39,30.4,41.02,3.01,3.3,3.8,0.8,0.7,0,1,10,Premio
2,96,21.6,27.17,30.64,2.81,3.03,3.31,0.1,0,0.1,23.62,30.79,39,3.03,3.33,3.92,0,0.2,0.1,2,10,Premio
2,96,20.77,23.97,28.41,2.83,3.05,3.35,0.1,0.1,0.4,23.05,28.6,37.21,3.07,3.38,3.91,0,0,0.1,3,10,Premio
2,97,14.09,23.88,29.86,2.87,3.05,3.33,0.1,0,0.3,25.17,29.93,38.94,3.01,3.26,3.75,0,0.1,0,1,26,SY Rowyn
2,97,21.44,26.1,31.62,2.8,3.01,3.31,0,0.1,0.1,22.27,31.02,40.48,3.1,3.42,3.95,0.2,0.2,0.1,2,26,SY Rowyn
2,97,22.48,27.32,32.95,2.78,3.02,3.34,0,0,0.1,22.4,31.52,41.88,3.08,3.34,3.84,0.1,0.1,0.1,3,26,SY Rowyn
2,98,20.5,25.77,31.39,2.83,3.02,3.34,0.2,0.1,0,22.96,31.75,42.12,3.05,3.43,4.09,0,0,0,1,69,Syllon
2,98,21.36,26.23,31.36,2.84,3.05,3.37,0.1,0.2,0.1,24.07,30.65,39.59,2.99,3.33,3.92,0,0.3,0,2,69,Syllon
2,98,22.26,25.23,30.01,2.8,3,3.33,0,0,0.1,20.92,29.12,39.14,3.06,3.34,3.92,0.2,0.1,0.2,3,69,Syllon
2,99,20.94,24.71,30.6,2.81,3.16,3.67,0.2,0.1,0.1,22,27.92,39.31,3.09,3.45,4.1,0,0,0.1,1,19,AC Unity
2,99,20.77,25.26,32.34,2.78,3.14,3.78,0.1,0.4,0.3,20.7,28.62,39.08,3.09,3.37,4.11,0,0,0.1,2,19,AC Unity
2,99,20.34,27.38,36.57,2.87,3.26,4.18,0,0.1,0,19.3,27.89,38.18,3.12,3.42,4.09,0.3,0.4,0.7,3,19,AC Unity
2,100,26.42,40.22,56.75,2.87,3.6,5.77,0,0,0,18.54,25.38,36.23,3.08,3.53,4.35,0.1,0.2,0.1,1,21,Jagger
2,100,27.3,36.07,47.38,2.79,3.42,5,0,0,0.1,22.22,31.71,45.81,3.1,3.63,4.95,0.2,0,0,2,21,Jagger
2,100,19.82,24.08,30.02,2.82,3.21,3.94,0,0.3,0.2,20.01,30.96,44.88,3.1,3.63,4.98,0.1,0.2,0,3,21,Jagger
2,101,20.59,23.29,26.86,2.79,3.02,3.3,0,0,0,22,29.48,39.8,3.13,3.45,4.29,0.1,0.2,0.1,1,40,Skyfall (med)
2,101,21.49,24.38,28.07,2.81,3,3.27,0.1,0,0,22.62,29.27,38.32,3.06,3.41,4.1,0.1,0.1,0,2,40,Skyfall (med)
2,101,23.61,25.89,30.73,2.8,2.91,3.01,0,0.1,0.2,23.83,31.4,40.71,2.99,3.32,4.56,0,0,0,3,40,Skyfall (med)
2,102,24.32,28.35,33.22,2.78,2.99,3.26,0,0,0.2,26.19,33.56,41.31,3.06,3.4,3.94,0,0.1,0.1,1,62,Shamrock
2,102,27.26,29.04,32.41,2.76,2.9,3.12,0.1,0.2,0,24.35,31.09,38.53,3.09,3.28,3.85,0,0.2,0.2,2,62,Shamrock
2,102,24.75,27.06,30.91,2.75,2.85,3.09,0.1,0,0.1,24.34,30.72,39.11,3,3.42,4.72,0,0,0,3,62,Shamrock
2,103,23.15,25.32,30.16,2.74,3.01,3.31,0,0.1,0,22.36,28,35.99,3.09,3.37,3.88,0,0.2,0.1,1,48,Spark
2,103,21.67,24.91,29.52,2.77,2.99,3.26,0,0.3,0.1,22.03,28.54,36.57,3.14,3.4,3.92,0.1,0.2,0.3,2,48,Spark
2,103,22.23,25.57,29.71,2.79,3,3.31,0,0,0.2,21.45,29.12,36.96,3.12,3.36,3.87,0.3,0.4,0.3,3,48,Spark
2,104,25.81,28.77,33.32,2.78,3.03,3.3,0.3,0.2,0,25.55,31.54,39.41,3.09,3.33,3.84,0.2,0.2,0,1,13,Riband
2,104,26.18,29.11,33.03,2.77,3,3.23,0,0.2,0,27.74,32.77,38.65,3.12,3.35,3.84,0,0,0,2,13,Riband
2,104,24.55,28.05,31.88,2.78,3,3.29,0,0,0.1,25.24,31.23,39.42,3.08,3.31,3.75,0,0.1,0.3,3,13,Riband
2,105,24.86,28.42,33.23,2.77,2.98,3.2,0,0,0.4,25.49,30.72,37.92,3.02,3.23,3.89,0.1,0.3,0,1,14,Scout
2,105,27.86,31.25,34.86,2.78,2.96,3.2,0,0,0,29.09,34.7,40.25,3.06,3.27,3.78,0.1,0,0,2,14,Scout
2,105,25.61,28.14,31.64,2.77,2.88,3.11,0,0.1,0.2,28.09,34.42,41.71,3.05,3.23,3.96,0,0.1,0.1,3,14,Scout
2,106,22.08,24.41,27.65,2.81,3.01,3.3,0.3,0.3,0.1,24.8,29.39,35.56,3.06,3.34,3.82,0,0.1,0,1,70,Armada
2,106,23.31,24.47,27.61,2.79,3,3.33,0.2,0.1,0.1,23.03,27.22,35.45,3.03,3.33,3.8,0,0,0,2,70,Armada
2,106,19.99,22.96,27.47,2.79,3.04,3.31,0,0,0.1,21.62,27.98,35.84,3.06,3.36,3.87,0,0.1,0.1,3,70,Armada
2,107,22.81,26.4,30.36,2.66,2.5,2.52,0.1,0,0,23.8,30.09,37.09,2.97,3.21,4.36,0.1,0.1,0.1,1,55,Akteur
2,107,23.15,26.18,30.59,2.79,3.01,3.28,0.2,0,0,23.98,32.36,39.22,3.03,3.3,3.82,0,0.1,0,2,55,Akteur
2,107,21.76,25.44,30.7,2.77,3,3.32,0.2,0.2,0,23,29.92,39.34,3.13,3.39,3.83,0,0,0.2,3,55,Akteur
2,108,21.6,24.61,28.75,2.77,2.93,3.15,0.2,0,0.2,23.43,28.92,35.55,2.98,3.31,4.06,0.1,0,0.2,1,44,SY112-933 (short)
2,108,21.5,24.1,27.55,2.71,2.82,3.21,0,0,0,22.27,27.8,34.5,3.11,3.32,3.8,0,0.1,0.2,2,44,SY112-933 (short)
