block,plots,VCP0.32,VCP0.71,VCP1.18,lo1inph,lo2inph,lo3inph,lo1err,lo2err,lo3err,HCP0.32,HCP0.71,HCP1.18,hi1inph,hi2inph,hi3inph,hi1err,hi2err,hi3err,repeat,treatment,name
3,162,24.92,28.72,33.21,2.73,2.91,3.15,0,0,0.5,26.13,33.88,42.71,3.08,3.37,3.95,0.2,0.2,0,3,66,Bologna 902109
3,163,23.65,27.29,32.16,2.64,2.9,3.14,0,0.1,0,24.16,32.43,42.14,3.09,3.51,4.2,0.1,0.1,0,1,16,SY Epson
3,163,24.7,27.81,32.45,2.7,2.82,3.08,0,0.1,0.3,26.45,34.17,42.48,3.05,3.38,4.1,0,0,0.1,2,16,SY Epson
3,163,25.19,28.25,32.27,2.72,2.97,3.23,0,0,0,25.4,33.42,40.66,3.05,3.37,4.02,0,0,0,3,16,SY Epson
3,164,18.43,20.15,23.11,2.81,3.04,3.39,0.2,0.2,0,19.69,24.52,32.52,3.1,3.4,4.08,0.1,0.4,0,1,5,JB Diego
3,164,19.2,19.96,22.58,2.77,3.01,3.36,0,0.1,0,19.14,24.13,32.98,3.13,3.39,4.05,0.3,0,0,2,5,JB Diego
3,164,18.64,20.77,24.33,2.75,2.98,3.55,0.3,0,0.1,19.47,25.71,34.16,3.1,3.37,4.22,0.5,0,0,3,5,JB Diego
3,165,26.17,34.28,44.25,2.81,3.27,4.56,0,0,0.1,27.96,37.97,49.48,3.08,3.43,4.44,0.1,0.1,0.1,1,34,Elixer (tall)
3,165,30.42,43.8,61.59,2.85,3.49,5.83,0,0.1,0.2,28.63,36.96,45.64,3.03,3.35,4.13,0,0,0.1,2,34,Elixer (tall)
3,165,35.05,54.47,78.31,2.83,3.75,7.06,0.2,0.1,0.1,24.54,30.25,36.11,3.04,3.32,3.73,0.3,0.2,0,3,34,Elixer (tall)
3,166,23.66,28.5,33.5,2.8,3.13,3.83,0.1,0.1,0,30.45,43.23,58.5,3.11,3.74,5.72,0,0,0,1,63,Interet
3,166,26.1,27.76,31.07,2.76,3.01,3.28,0,0,0.5,30.57,39.3,51.71,3.11,3.68,5.4,0,0,0,2,63,Interet
3,166,24.38,26.37,28.87,2.77,2.91,3.03,0.1,0.3,0.1,28.02,36.37,48.31,3.1,3.53,5.08,0.1,0,0,3,63,Interet
3,167,23.62,25.17,27.55,2.77,2.99,3.24,0.1,0.1,0,23.99,27.18,33.75,3.03,3.42,4.29,0,0,0,1,59,Helmond
3,167,22.36,23.95,26.14,2.82,2.99,3.24,0,0.1,0.1,22.37,24.89,30.52,3.08,3.41,4.15,0,0.1,0.1,2,59,Helmond
3,167,22.49,23.63,25.69,2.79,3,3.2,0.1,0.1,0,22.08,24.65,29.32,3.06,3.36,4.01,0,0,0.2,3,59,Helmond
3,168,25.42,26.28,29.22,2.78,2.95,3.15,0,0.4,0.1,26.59,29.48,31.1,3.09,3.35,3.81,0.2,0.2,0.3,1,62,Shamrock
3,168,32.35,31.36,32.6,2.72,2.96,3.16,0.1,0.2,0.5,26.74,30.13,34.72,3.03,3.26,3.75,0,0.1,0.1,2,62,Shamrock
3,168,30.2,30.28,31.88,2.74,2.95,3.16,0,0,0,28.71,30.76,33.7,3.08,3.3,3.83,0.2,0,0,3,62,Shamrock
3,169,23.75,26.04,27.6,2.78,2.95,3.2,0.2,0,0,22.21,25.55,31.85,3.09,3.32,3.75,0,0.3,0.2,1,60,SY Ferry
3,169,23.24,24.59,26.63,2.77,2.97,3.18,0,0,0.2,24.12,27.69,35.61,3.06,3.31,3.72,0.1,0.4,0.3,2,60,SY Ferry
3,169,27.03,29.08,28.43,2.79,2.96,3.16,0,0,0,27.8,26.98,30.5,3.09,3.29,3.71,0,0,0.2,3,60,SY Ferry
3,170,25.06,24.7,25.74,2.77,2.95,3.13,0.1,0.2,0.3,23.1,24.06,28.09,3.08,3.34,3.83,0,0.3,0,1,42,SY112-499 (tall)
3,170,24.75,24.4,25.4,2.77,2.95,3.16,0.2,0.1,0.2,23.82,25.28,28.71,3.06,3.32,3.81,0,0,0.3,2,42,SY112-499 (tall)
3,170,24.26,24.3,25.69,2.78,2.97,3.18,0.1,0,0,24.42,27.86,31.27,3.09,3.32,3.75,0.1,0.3,0.1,3,42,SY112-499 (tall)
3,171,23.03,24.24,27.27,2.77,2.96,3.16,0.1,0.2,0.5,22.69,27.8,34.39,3.06,3.31,3.91,0,0.2,0,1,55,Akteur
3,171,25.28,27.26,30.16,2.78,2.97,3.26,0,0,0.3,25.53,29.32,36.11,3.05,3.34,3.94,0.2,0.1,0,2,55,Akteur
3,171,26.22,27.39,30.84,2.74,2.93,3.2,0,0.1,0.1,26.56,32.05,39.07,3.06,3.36,4.09,0.1,0,0.2,3,55,Akteur
3,172,23.44,25.94,29.47,2.78,3.01,3.31,0.6,0.1,0.3,24.91,32.83,40.53,3.07,3.4,4.12,0,0.1,0,1,6,KWS Kielder
3,172,14.53,20.21,25.15,2.95,3.11,3.57,5.2,4,1.7,26.56,31.66,39.57,3.16,3.43,4.18,0,0,0,2,6,KWS Kielder
3,172,27.08,29.06,32.84,2.76,3.03,3.58,0.1,0,0,27.94,34.28,43.19,3.05,3.36,4.18,0.1,0.2,0.1,3,6,KWS Kielder
3,173,28.51,38.67,54.29,2.84,3.49,5.54,0,0.3,0.3,21.93,26.96,34.43,3.06,3.37,3.89,0.1,0.4,0.6,1,43,SY112-889 (short)
3,173,34.77,51.32,73.49,2.8,3.73,6.7,0.1,0.2,0,18.97,21.02,26.42,3.11,3.39,3.75,0.1,0.1,0.2,2,43,SY112-889 (short)
3,173,35.96,53.02,75.42,2.84,3.79,6.76,0,0,0,20.52,25.39,34.78,3.1,3.49,4.38,0.1,0.1,0.6,3,43,SY112-889 (short)
3,174,24.68,27.92,31.77,2.8,3.02,3.29,0.2,0.2,0,30.74,42.9,57,3.12,3.66,5.4,0,0,0,1,29,Nudakota
3,174,27.12,29.7,33.73,2.73,2.91,3.15,0.1,0,0,29.26,41.22,56.65,3.08,3.66,5.25,0,0.1,0,2,29,Nudakota
3,174,27.72,30.13,34.3,2.74,2.92,3.17,0,0,0,29.29,40.04,53.12,3.11,3.63,5.12,0,0.2,0,3,29,Nudakota
3,175,24.71,29.99,35.07,2.82,2.98,3.23,0,0.1,0.3,26.45,34.19,43.15,3.06,3.42,4.28,0.1,0.2,0.2,1,22,SY Gold
3,175,28.59,31.03,35.25,2.76,2.97,3.23,0,0.2,0,28.17,34.69,42.4,3.04,3.4,4.2,0,0.1,0.1,2,22,SY Gold
3,175,25.02,28.65,32.54,2.78,2.9,3.2,0,0.1,0.3,25.86,31.9,40.16,3.01,3.3,4.1,0.2,0,0,3,22,SY Gold
3,176,20.35,22.39,25.59,2.82,3.04,3.26,0.2,0,0,19.77,23.56,30.36,3.07,3.37,3.94,0,0.2,0.2,1,56,Kranich 
3,176,20.05,21.92,24.77,2.82,3.02,3.28,0.1,0,0.2,18.04,21.53,27.25,3.03,3.33,3.87,0,0.5,0,2,56,Kranich 
3,176,18.66,19.91,22.2,2.81,3.02,3.28,0,0.1,0.3,17.32,20.12,26.37,3.07,3.32,3.86,0,0.1,0,3,56,Kranich 
3,177,19.52,20.82,23.26,2.78,2.99,3.26,0,0.2,0.2,17.55,22.95,29.55,3.07,3.36,3.98,0,0.1,0.2,1,7,KWS Santiago
3,177,20.76,22.47,25.15,2.81,3.03,3.36,0.1,0,0.2,21.81,26.98,33.87,3.06,3.35,3.98,0,0,0,2,7,KWS Santiago
3,177,21.39,23.11,26.29,2.79,3.05,3.36,0,0,0.3,22.94,27.65,34.78,3.07,3.37,4.08,0.2,0,0.2,3,7,KWS Santiago
3,178,22.82,25.71,30.31,2.78,3.03,3.45,0,0,0,25.5,34.2,44.14,3.01,3.34,4.57,0.1,0.2,0.2,1,31,Cubanita (med)
3,178,25.96,30.57,35.94,2.76,3,3.65,0,0.1,0.1,26.75,36.65,46.53,3.03,3.39,4.35,0,0.1,0.1,2,31,Cubanita (med)
3,178,28.07,31.91,38.18,2.76,3.11,3.92,0.1,0.1,0.1,28.25,37.46,49.41,3.05,3.52,4.55,0.1,0.1,0.2,3,31,Cubanita (med)
3,179,37.61,59.29,85.57,2.86,3.95,7.79,0,0.1,0,24.56,30.38,36.89,3.07,3.38,3.84,0,0,0,1,45,Tobak (tall)
3,179,41.23,64.39,89.52,2.88,4.04,7.91,0.1,0.2,0.1,26.32,34.38,44.51,3.11,3.55,4.55,0.1,0.1,0.2,2,45,Tobak (tall)
3,179,33.97,45.36,56.44,2.81,3.61,5.68,0,0.2,0.4,28.16,38.99,54.93,3.13,3.7,5.25,0.2,0.2,0.4,3,45,Tobak (tall)
3,180,24.16,24.09,28.24,2.82,3.31,3.79,0,0,0,23.96,33.72,47.47,3.1,3.63,5.02,0,0,0.1,1,23,Brennan
3,180,21.7,22.05,24.7,2.77,3.02,3.24,0,0.1,0,20.74,29.1,40.87,3.12,3.52,4.63,0.2,0.2,0,2,23,Brennan
3,180,19.71,22.14,25.29,2.8,3,3.24,0,0.1,0.2,22.17,27.94,38.33,3.1,3.49,4.4,0.3,0,0.1,3,23,Brennan
3,181,25.31,27.49,31.16,2.77,2.98,3.19,0.1,0.1,0.1,24.33,30.81,37.6,3.09,3.37,4.08,0,0.1,0,1,64,SYNAB108101
3,181,24.29,27.33,30.53,2.78,2.97,3.18,0,0,0,23.63,28.85,34.04,3.03,3.32,3.96,0.1,0,0,2,64,SYNAB108101
3,181,24.46,27.65,30.24,2.76,2.91,3.11,0.1,0,0.2,24.97,29.4,35.75,3.08,3.35,3.99,0,0,0.2,3,64,SYNAB108101
3,182,25.11,28.08,31.19,2.81,2.95,3.21,0,0.1,0.2,24.99,29.62,35.48,3.05,3.35,4.02,0,0.2,0.1,1,72,Bermude
3,182,25.39,26.85,29.19,2.79,2.98,3.19,0,0.1,0.2,23.1,26.56,31.56,3.08,3.3,3.82,0,0.1,0.1,2,72,Bermude
3,182,20.98,23.99,26.52,2.81,2.96,3.09,0.1,0,0,22.28,24.57,29.42,3.04,3.27,3.72,0,0,0.2,3,72,Bermude
3,183,23.21,24.43,26.23,2.8,2.98,3.19,0.1,0,0.2,22.29,24.52,28.27,3.05,3.3,3.73,0.1,0.3,0,1,48,Spark
3,183,23.9,24.79,26.39,2.74,2.96,3.18,0.1,0.2,0.1,21.63,23.24,28.22,3.06,3.26,3.67,0.2,0.3,0.2,2,48,Spark
3,183,24.01,24.74,26.68,2.78,2.99,3.18,0,0.1,0.1,23.22,25.25,27.62,3.07,3.33,3.72,0.3,0.2,0,3,48,Spark
3,184,26.68,28.6,30.12,2.77,2.94,3.18,0,0,0.2,26.14,28.37,27.99,3.1,3.33,3.75,0,0.3,0.1,1,11,RELAY
3,184,27.55,28.19,30.57,2.77,2.96,3.2,0,0.1,0.2,26.58,28.28,32.29,3.15,3.32,3.79,0,0.3,0.1,2,11,RELAY
3,184,23.99,26.49,29.15,2.77,2.96,3.24,0,0,0,23.12,27.77,33.86,3.08,3.35,3.8,0,0.1,0,3,11,RELAY
3,185,21.99,24.03,27.91,2.8,3.02,3.31,0.1,0,0.2,23.76,26.98,34.58,3.1,3.37,3.81,0.1,0.2,0,1,67,Expert
3,185,22.85,25.22,28.5,2.8,3.02,3.31,0.1,0.1,0.1,23.79,27.76,35.69,3.11,3.36,3.76,0.3,0,0.2,2,67,Expert
3,185,24.39,26.33,27.95,2.79,3.02,3.23,0.4,0.1,0.2,23.28,26.47,33.81,3.05,3.34,3.74,0,0,0,3,67,Expert
3,186,23.82,26.18,29.27,2.79,3.02,3.23,0.2,0.1,0.2,26.06,28.78,33.32,3.1,3.34,3.8,0.1,0.1,0,1,41,SY112-277 (short)
3,186,22.87,25.26,27.89,2.78,2.99,3.24,0.3,0,0.1,23.03,27.61,31.71,3.06,3.32,3.78,0.2,0,0,2,41,SY112-277 (short)
3,186,25.01,25.72,27.72,2.77,2.95,3.2,0.4,0,0,22.7,26.33,31.87,3.09,3.35,3.89,0.1,0.1,0.1,3,41,SY112-277 (short)
3,187,22.3,23.94,26.31,2.72,2.8,2.96,0.1,0.4,0.1,23.69,26.47,30.42,3.09,3.29,3.78,0.2,0,0.1,1,40,Skyfall (med)
3,187,25.81,25.7,26.94,2.74,2.94,3.16,0,0.1,0.2,24.45,27.87,33.11,3.1,3.29,3.78,0.1,0.1,0.5,2,40,Skyfall (med)
3,187,25.24,25.64,27.22,2.77,2.85,2.8,0.1,0.2,0.1,23.74,27.48,31.28,3.08,3.16,4.24,0.1,0,0.4,3,40,Skyfall (med)
3,188,22.93,24.04,26.88,2.75,2.84,2.84,0.1,0,0,21.39,27.09,32.21,3.05,3.18,3.93,0,0,0,1,52,Tambor
3,188,24.04,25.48,27.4,2.74,2.87,3.03,0,0,0,23.71,28.08,32.96,3.05,3.3,3.89,0,0,0,2,52,Tambor
3,188,24.57,26.33,28.2,2.77,2.96,3.2,0,0,0.2,24.1,28.13,34.39,3.1,3.34,3.82,0.1,0.2,0.4,3,52,Tambor
3,189,20.31,20.87,24.41,2.72,2.99,3.18,0.4,0.3,0,19.92,24.56,32.14,3.09,3.41,3.95,0.1,0.3,0.3,1,8,Oakley
3,189,20.3,21.55,24.29,2.78,3.01,3.26,0,0.1,0.1,19.91,23.88,31.06,3.11,3.38,3.91,0.1,0.3,0.1,2,8,Oakley
3,189,20.04,21.72,24.8,2.8,3,3.29,0.1,0,0.2,20.59,25.54,33.57,3.09,3.36,3.9,0.1,0,0.2,3,8,Oakley
3,190,22.12,23.28,26.66,2.76,3.02,3.32,0,0.3,0.1,23.56,29.99,37.99,3.12,3.39,4.1,0.2,0.1,0,1,68,Cellule
3,190,23.97,25.59,28.44,2.73,2.97,3.32,0,0,0,22.61,29.16,37.81,3.11,3.43,4.11,0,0,0,2,68,Cellule
3,190,23.2,25.29,28.9,2.78,2.99,3.45,0.7,0.1,0,24.1,31.41,40.09,3.14,3.45,4.24,0,0.1,0,3,68,Cellule
3,191,25.84,32.4,40.27,2.82,3.21,4.28,0.1,0,0,28.15,37.72,48.92,3.14,3.52,4.52,0.1,0.2,0.1,1,57,Meteor 
3,191,28.7,36.01,46.25,2.85,3.38,5.09,0.2,0.5,0.2,28.16,36.86,46.7,3.13,3.47,4.37,0.1,0.2,0,2,57,Meteor 
3,191,28.13,36.91,50.05,2.79,3.39,5.51,0.1,0,0,24.39,32.76,43.6,3.1,3.43,4.52,0.6,0.1,0,3,57,Meteor 
3,192,34.24,44.79,57.31,2.84,3.78,6.36,0,0.1,0.3,26.09,37.44,52.53,3.09,3.7,5.49,0,0,0.1,1,9,Player
3,192,29.79,34.73,42.02,2.87,3.45,4.91,0.1,0.2,0.1,31.98,44.64,60.82,3.13,3.93,6.21,0,0.1,0.1,2,9,Player
3,192,26.37,30.72,35.89,2.8,3.29,4.27,0.3,0,0,31.04,41.92,56.43,3.1,3.82,5.95,0.1,0,0,3,9,Player
3,193,25.75,32.33,38.39,2.87,3.34,4.52,0.3,0.3,0,28.08,41.17,57.06,3.12,3.77,5.74,0.1,0,0,1,35,Gallant (med)
3,193,23.57,27.38,31.52,2.8,3.13,3.78,0.3,0.3,0.1,29.53,44.42,61.75,3.17,3.84,5.87,0.1,0.2,0.4,2,35,Gallant (med)
3,193,21.96,25.06,28.29,2.78,3.04,3.41,0.1,0,0,28.09,41.06,56,3.15,3.78,5.71,0,0.2,0.1,3,35,Gallant (med)
3,194,20.31,24.25,27.98,2.79,2.97,3.2,0.2,0.2,0.1,24.31,31.6,41.23,3.08,3.48,4.57,0.2,0.3,0,1,26,SY Rowyn
3,194,23.73,26.78,30.41,2.73,2.94,3.16,0,0,0.3,25.21,31.66,40.97,3.05,3.46,4.37,0,0.2,0.3,2,26,SY Rowyn
3,194,25.21,29.11,33.37,2.78,2.99,3.25,0,0,0.1,25.55,33.21,42.21,3.09,3.43,4.26,0,0,0.1,3,26,SY Rowyn
3,195,24.23,26.81,30.13,2.76,2.96,3.26,0.2,0.3,0.8,23.61,29.53,36.44,3.11,3.5,4.16,0.1,0.2,0.1,1,15,Soissons
3,195,22.88,25.04,28.43,2.76,2.97,3.23,0.1,0,0.1,23.39,29.38,35.95,3.07,3.43,3.99,0,0,0,2,15,Soissons
3,195,21.46,23.96,27.69,2.68,2.99,3.26,0.1,0,0,21.72,26.95,33.23,3.11,3.38,3.93,0.2,0.2,0.2,3,15,Soissons
3,196,19.97,22.58,25.9,2.75,2.98,3.26,0.2,0.2,0.4,19.23,24.06,31.62,3.06,3.35,3.81,0.5,0.4,0,1,1,Altigo
3,196,19.69,20.85,24.26,2.77,3.03,3.3,0.4,0.3,0.1,16.92,21.39,28.9,3.06,3.35,3.77,0.1,0,0.2,2,1,Altigo
3,196,19.25,20.79,24.52,2.75,2.98,3.26,0.2,0,0.5,17.8,22.94,30.31,3.06,3.35,3.81,0,0.2,0.2,3,1,Altigo
3,197,22.87,25.62,28.78,2.83,3.06,3.24,0,0.1,0.5,23.85,28.39,32.76,3.08,3.27,3.7,0.3,0,0,1,37,Memory (tall)
3,197,23.51,25.45,27.88,2.74,2.89,3.08,0.1,0.2,0.3,22.05,26.13,30.52,3.09,3.29,3.76,0,0.2,0,2,37,Memory (tall)
3,197,21.86,24,27.14,2.76,2.87,3.01,0.3,0.2,0,23.23,25.24,30.21,3.03,3.26,3.72,0,0.2,0.2,3,37,Memory (tall)
3,198,21.54,24.92,27.35,2.78,2.95,3.17,0,0,0.2,21.84,25.75,29.93,3.03,3.27,3.64,0,0.1,0.1,1,49,Rialto
3,198,23.54,25.27,27.58,2.78,2.98,3.22,0,0.1,0.5,23.63,27.24,31.89,3.14,3.3,3.76,0,0,0,2,49,Rialto
3,198,24.14,25.97,28.28,2.75,2.9,3.09,0,0,0,24.49,28.22,33.08,3.05,3.26,3.73,0,0,0,3,49,Rialto
3,199,24.94,24.83,28.89,2.76,3.04,3.25,0,0,0.1,23.36,27.68,34.02,3.07,3.4,3.74,0,0,0.1,1,47,Gladiator
3,199,24.35,27.22,30.29,2.76,2.92,3.19,0.1,0.2,0.2,23.51,29.71,36.02,3.08,3.3,3.88,0.2,0.2,0.1,2,47,Gladiator
3,199,24.94,27.68,30.42,2.75,2.96,3.21,0.1,0.1,0.3,26.53,30.46,35.8,3.06,3.3,3.69,0.2,0.1,0,3,47,Gladiator
3,200,22.75,23.77,26.76,2.77,2.99,3.25,0.2,0.1,0,22,26.84,29.2,3.05,3.33,3.76,0,0.1,0,1,28,SY Ovation
3,200,24.15,24.42,26.79,2.77,3,3.28,0,0.2,0.1,23.11,27.18,34.41,3.09,3.35,3.78,0.3,0,0,2,28,SY Ovation
3,200,22.01,23.33,26.65,2.77,2.98,3.31,0.1,0,0.5,20.35,26.81,34.44,3.09,3.29,3.77,0.1,0.3,0.2,3,28,SY Ovation
3,201,22.24,23.67,26.55,2.82,3,3.28,0,0.3,0,20.44,24.75,31.87,3.09,3.35,3.81,0,0,0.1,1,58,Bernstein
3,201,20.27,23.02,26.19,2.81,3.02,3.28,0,0.1,0.4,22.61,27.03,29.51,3.09,3.34,3.79,0,0.1,0.3,2,58,Bernstein
3,201,21.79,22.61,25.75,2.81,3.04,3.36,0.2,0,0.1,22.26,25.86,32.82,3.06,3.3,3.75,0.2,0,0,3,58,Bernstein
3,202,24.74,28.24,32.07,2.76,2.92,3.12,0.2,0,0.1,26.04,33.23,39.28,3.14,3.28,3.79,0.2,0.1,0.1,1,54,Fallow
3,202,24.86,27.76,30.85,2.74,2.9,3.1,0,0.3,0.1,26.55,31.27,36,3.04,3.34,3.82,0,0.2,0,2,54,Fallow
3,202,25.1,27.6,30.74,2.76,2.96,3.19,0,0,0.2,24.96,30.51,35.86,3.06,3.36,3.75,0.2,0.1,0,3,54,Fallow
3,203,25.8,25.97,29.77,2.75,3.01,3.2,0.1,0,0,22.56,27.95,34.07,3.12,3.39,3.85,0,0,0,1,32,Dickens (med)
3,203,26.28,26.81,29.93,2.74,2.97,3.2,0.1,0,0,26.33,29.42,33,3.03,3.28,3.76,0,0.1,0.1,2,32,Dickens (med)
3,203,24.37,26.18,29.62,2.73,2.93,3.13,0.1,0,0.2,24.17,28.92,34.26,3.09,3.33,3.74,0.1,0,0,3,32,Dickens (med)
3,204,22.29,25.8,28.13,2.78,2.84,3.11,0.5,0,0.2,22.34,26.86,31.73,3.05,3.27,3.66,0,0.2,0.2,1,46,Cadenza
3,204,22.69,24.63,27.32,2.76,2.92,3.09,0.3,0,0,23.6,28.64,33.2,3.06,3.28,3.73,0.1,0.1,0,2,46,Cadenza
3,204,23.17,25.57,28,2.78,2.96,3.21,0,0.2,0.6,23.77,27.9,32.44,3.07,3.29,3.7,0,0.3,0.2,3,46,Cadenza
3,205,20.99,22.38,25.14,2.76,2.97,3.25,0,0,0.2,18.65,25.03,32.7,3.12,3.38,3.75,0.4,0.1,0,1,69,Syllon
3,205,20.24,20.9,23.42,2.8,3.02,3.28,0,0,0.3,19.48,22.62,30.13,3.07,3.38,3.78,0.1,0.3,0,2,69,Syllon
3,205,19.32,20.26,22.92,2.76,3,3.26,0,0,0.2,17.5,21.57,27.83,3.1,3.35,3.83,0.2,0,0.3,3,69,Syllon
3,206,19.9,22.52,25.77,2.75,2.91,3.21,0,0,0,20.08,25.58,32.53,3.1,3.35,3.85,0.1,0.3,0.1,1,44,SY112-933 (short)
3,206,22.85,23.49,26.56,2.74,2.98,3.23,0,0.3,0,22.26,27.82,34.95,3.1,3.37,3.84,0,0,0.2,2,44,SY112-933 (short)
3,206,24.09,25.31,28.95,2.75,2.97,3.24,0.2,0.1,0.3,22.65,29.44,36.81,3.12,3.37,3.92,0,0.1,0.1,3,44,SY112-933 (short)
3,207,24.21,27.27,31.35,2.75,2.96,3.22,0,0.3,0.5,24.8,32.14,39.96,3.12,3.39,3.94,0,0.1,0,1,39,Rht3 Mercia 2014
3,207,23.82,26.26,30.79,2.77,3.01,3.23,0.2,0,0,25.59,32,39.46,3.09,3.36,3.87,0,0.3,0.1,2,39,Rht3 Mercia 2014
3,207,25.35,26.67,30.22,2.79,3,3.23,0.1,0,0.2,24.07,30.17,37.34,3.08,3.37,3.96,0,0.2,0.3,3,39,Rht3 Mercia 2014
3,208,21.15,25.4,29.95,2.79,2.97,3.27,0.2,0,0.4,23.39,31.01,39.78,3.13,3.41,4.08,0.2,0.3,0.1,1,38,Reflection (short)
3,208,23.86,27.08,31.06,2.78,2.98,3.25,0,0,0.8,24.77,32.35,39.84,3.1,3.42,4.07,0,0.6,0,2,38,Reflection (short)
3,208,23.37,26.31,29.68,2.78,3,3.31,0,0,0.2,23.18,29.92,38.44,3.08,3.44,4.04,0.1,0,0.3,3,38,Reflection (short)
3,209,21.99,25.87,29.96,2.79,3.02,3.28,0,0,0.1,19.88,25.45,31.49,3.1,3.37,3.96,0,0.1,0,1,25,Oakes
3,209,21.91,26.57,30.95,2.79,3,3.28,0,0.5,0.2,22.15,27.79,35.38,3.11,3.35,3.85,0,0.2,0,2,25,Oakes
3,209,20.42,24.85,29.84,2.8,3,3.28,0.1,0.1,0,21.06,27.89,35.24,3.09,3.34,3.85,0.1,0,0,3,25,Oakes
3,210,22.97,26.57,31.38,2.77,3.02,3.34,0,0,0.2,23.38,30.84,37.69,3.08,3.29,3.79,0.1,0.1,0.2,1,70,Armada
3,210,25.46,27.96,32.05,2.73,2.99,3.24,0,0,0.2,24.75,31.6,38.09,3.07,3.31,3.79,0,0.1,0,2,70,Armada
3,210,25.58,28.23,32.44,2.76,3.03,3.32,0,0.1,0,25.34,31.05,38.12,3.06,3.35,3.83,0.1,0.4,0.3,3,70,Armada
3,211,24.23,26.72,30.42,2.74,3.03,3.28,0.1,0,0,21.89,27.31,33.8,3.06,3.36,3.78,0,0,0.1,1,21,Jagger
3,211,22.5,24.8,28.22,2.77,2.99,3.25,0.2,0.1,0.1,21.4,25.77,32.55,3.14,3.4,3.84,0,0,0.2,2,21,Jagger
3,211,22.41,23.83,26.82,2.77,2.98,3.24,0.1,0.1,0.3,20.99,26.17,32.4,3.07,3.31,3.73,0.1,0.2,0,3,21,Jagger
3,212,17.46,19.21,22.68,2.78,3,3.29,0,0.1,0.1,16.26,22.14,29.76,3.14,3.35,3.78,0.1,0.1,0.1,1,24,SY Southwind
3,212,20.4,21.33,24.59,2.73,2.97,3.24,0,0.1,0.4,17.54,21.52,29.64,3.14,3.4,3.76,0.1,0.1,0.1,2,24,SY Southwind
3,212,20.25,22.05,25.29,2.76,2.98,3.24,0,0.1,0,18.27,23.43,31.6,3.06,3.31,3.67,0,0.2,0.2,3,24,SY Southwind
3,213,22.17,24.48,28.39,2.81,3.04,3.23,0.1,0,0.2,24.02,27.28,31.12,3.1,3.34,3.74,0.4,0.3,0,1,50,Avalon
3,213,26.83,27.52,29.2,2.73,2.9,3.14,0,0,0.1,24.54,27.26,32.79,3.1,3.2,3.72,0,0.1,0.2,2,50,Avalon
3,213,24.82,25.75,28.94,2.74,2.9,3.06,0,0.2,0.2,23.22,28.68,34.18,3.03,3.28,3.67,0.1,0,0,3,50,Avalon
3,214,22.38,26.52,29.49,2.79,2.88,3.1,0,0,0.1,24.17,28.86,35.77,3.09,3.23,3.74,0.2,0.3,0.3,1,33,Edward (tall)
3,214,23.92,25.55,28.52,2.74,2.97,3.24,0,0,0.1,24.69,28.4,34.93,3.07,3.3,3.68,0,0,0,2,33,Edward (tall)
3,214,23.35,24.93,28.31,2.77,3.02,3.26,0,0.1,0.1,23.23,28.7,35.04,3.08,3.32,3.75,0.5,0,0.2,3,33,Edward (tall)
3,215,24.74,27.25,30.05,2.82,3,3.27,0.1,0.1,0,24.41,30.67,37.94,3.11,3.34,3.73,0.1,0.1,0.3,1,2,Cordiale
3,215,24.82,28.39,30.68,2.81,2.94,3.14,0,0,0,25.44,30.95,37,3.08,3.29,3.67,0,0,0,2,2,Cordiale
3,215,23.57,27.16,31.31,2.78,2.96,3.14,0,0.2,0.4,25.37,30.76,37.69,3.03,3.26,3.78,0,0,0.2,3,2,Cordiale
3,216,21.74,20.67,25.8,2.79,3.16,3.33,0,0,0.2,22.42,27.19,32.9,3.1,3.34,3.63,0.1,0,0.3,1,17,Xi19
3,216,28.67,26.39,27.7,2.75,3.01,3.21,0,0.3,0.3,22.7,27.74,35.87,3.13,3.3,3.54,0,0.1,0,2,17,Xi19
3,216,25.17,23.66,26.22,2.77,2.98,3.23,0,0,0,20.88,25.35,31.71,3.07,3.27,3.69,0.1,0.3,0,3,17,Xi19
